FedRoutingNR,Telegraphic Name,Customer Name,State,City,Eligible,Status,Last Change
291580614,PARK CITY CU,PARK CITY CREDIT UNION,WI,MERRILL,N,Y,20141107
291580711,RIPCO CU RHINLNDER,RIPCO CREDIT UNION,WI,RHINELANDER,Y,Y,20130214
291582861,WIS CCU HALES CRNR,WISCONSIN CORPORATE CENTRAL,WI,HALES CORNER,N,N,19990930
291871336,SUPERIOR SVGS BK,SUPERIOR SAVINGS BANK,WI,SUPERIOR,Y,N,20000810
291871352,ASSOCIATED GRN BAY,ASSOCIATED BANK GREEN BAY  N.A.,WI,LA CROSSE,N,N,20050601
291880330,CITIZENS CMNTY FED,CITIZENS COMMUNITY FEDERAL NA,WI,ALTOONA,Y,Y,20170825
291880495,HAYWARD COMM CR UN,HAYWARD COMMUNITY CREDIT UNION,WI,HAYWARD,Y,N,20140602
291880767,INDIANHEAD SPOONER,INDIANHEAD CREDIT UNION,WI,SPOONER,Y,N,19991118
291880916,SUPERIOR CHOICE CU,SUPERIOR CHOICE CREDIT UNION,WI,SUPERIOR,Y,Y,20131101
291881216,ALTRA FCU,ALTRA FEDERAL CREDIT UNION,WI,LA CROSSE,Y,Y,20151209
291970033,MIDCOUNTRY BANK,MIDCOUNTRY BANK,MN,BLOOMINGTON,Y,N,20170216
291970305,HOME SVG AMERICA,HOME SAVINGS OF AMERICA(CLOSED),MN,LITTLE FALLS,N,N,20120313
291971320,1ST UNITED BANK,1ST UNITED BANK,MN,FARIBAULT,Y,N,20120326
291971391,LIBERTY ST CLOUD,LIBERTY BANK MINNESOTA,MN,SAINT CLOUD,Y,N,20160105
291971469,ANCHOR BK STP NA,ANCHOR BANK  NA,MN,EDEN PRAIRIE,N,N,20150605
291973292,ACCENTRA CU,ACCENTRA CREDIT UNION,MN,AUSTIN,Y,SN,20050418
291973360,MIDMN FCU BAXTER,MID MINNESOTA FEDERAL CREDIT UNION,MN,BAXTER,Y,N,20081007
291973386,MINNCO CU,MINNCO CREDIT UNION,MN,CAMBRIDGE,N,Y,20160819
291973454,MBRS COOP CLOQUET,MEMBERS COOPERATIVE CREDIT UNION,MN,CLOQUET,Y,Y,20140228
291973629,NORTHERN CMNTY CU,NORTHERN COMMUNITIES CREDIT UNION,MN,DULUTH,Y,N,20090227
291973645,SHARE ADVANTAGE CU,SHARE ADVANTAGE CREDIT UNION,MN,DULUTH,Y,Y,20131121
291973687,HARBOR POINTE CU,HARBOR POINTE CREDIT UNION,MN,DULUTH,Y,Y,20170623
291973739,CENTRICITY CU,CENTRICITY CREDIT UNION,MN,HERMANTOWN,Y,Y,20170801
291973755,MN POWER ECU,MINNESOTA POWER EMPL CR UNION,MN,DULUTH,Y,Y,20111214
291974204,CTR MN CU MELROSE,CENTRAL MINNESOTA CREDIT UNION,MN,MELROSE,Y,N,20161219
291975245,MBRS COOP CLOQUET,MEMBERS COOPERATIVE CREDIT UNION,MN,CLOQUET,Y,N,20160520
291975465,THINK MUTUAL BK,THINK MUTUAL BANK,MN,ROCHESTER,Y,Y,20070703
291975478,MAYO EMPLOYEES FCU,MAYO EMPLOYEES FEDERAL CREDIT UNION,MN,ROCHESTER,N,Y,20140714
291975481,FIRST ALLIANCE CU,FIRST ALLIANCE CREDIT UNION,MN,ROCHESTER,Y,Y,20100923
291975672,GRT RIV FCU ST CLD,GREAT RIVER FEDERAL CREDIT UNION,MN,SAINT CLOUD,Y,N,20100825
291976493,SOUTHPOINT FIN CU,SOUTHPOINT FINANCIAL CREDIT UNION,MN,SLEEPY EYE,Y,Y,20151216
292070806,OPPBANK,OPPORTUNITY BANK OF MONTANA,MT,HELENA,Y,Y,20141014
292077511,HELENA COMM FCU,HELENA COMMUNITY CREDIT UNION,MT,HELENA,N,Y,20141107
292077566,TRICO EFCU HELENA,TRICO COMMUNITY FEDERAL CREDIT UNION,MT,HELENA,N,N,20111208
292077618,ROCKY MT CR UNION,ROCKY MOUNTAIN CREDIT UNION,MT,HELENA,Y,Y,20100824
292081248,MILLENNIUM CORP CU,MILLENNIUM CORPORATE CREDIT UNION,KS,WICHITA,Y,N,20161216
292177864,GATEWAY CFCU MSSLA,GATEWAY COMMUNITY FEDERAL CR UNION,MT,MISSOULA,N,N,20100506
292970757,PIONEER FSL DILLON,PIONEER FEDERAL SAVINGS & LOAN ASSOC,MT,DILLON,Y,N,20140122
292970854,GLACIER WEST SECUR,GLACIER BANK-WESTERN SECURITY DIV,MT,BILLINGS,Y,N,20120621
292976968,BUTTE PUB EFCU,BUTTE PUBLIC EMPLOYEES FED CR UNION,MT,BUTTE,Y,SN,20100726
292977200,BADLANDS FCU,BADLANDS FEDERAL CREDIT UNION,MT,GLENDIVE,Y,N,20161004
292977307,EMBARK FEDERAL CU,EMBARK FEDERAL CREDIT UNION,MT,GREAT FALLS,Y,Y,20130509
292977336,MONT FCU,MONTANA FEDERAL CREDIT UNION,MT,GREAT FALLS,Y,Y,20141124
292977349,1ST LIBERTY FCU GF,1ST LIBERTY FEDERAL CREDIT UNION,MT,GREAT FALLS,Y,Y,20060501
292978005,PARK SIDE FI CU MT,PARK SIDE FINANCIAL CREDIT UNION,MT,WHITEFISH,Y,N,20171018
296075535,HEARTLAND CU,HEARTLAND CREDIT UNION,MN,INVER GROVE HEIGHTS,Y,SN,20120203
296075810,CITY CNTY CU STP,CITY AND COUNTY CREDIT UNION,MN,SAINT PAUL,Y,Y,20141021
296075933,HIWAY FCU STP,HIWAY FEDERAL CREDIT UNION,MN,SAINT PAUL,Y,Y,20160609
296076013,ST PAUL FEDERAL CU,ST PAUL FEDERAL CREDIT UNION,MN,SAINT PAUL,Y,Y,20120509
296076068,NOVATION CU STP,NOVATION CREDIT UNION,MN,OAKDALE,Y,SN,20121119
296076084,UNITED EDU CU STP,UNITED EDUCATORS CREDIT UNION,MN,WOODBURY,Y,N,20141107
296076152,WINGS FINANCIAL CU,WINGS FINANCIAL CREDIT UNION,MN,APPLE VALLEY,Y,Y,20091028
296076204,SMW FIN CU MN,SMW FINANCIAL CREDIT UNION,MN,LINO LAKES,Y,SN,20160405
296076262,IDEAL CREDIT UNION,IDEAL CREDIT UNION,MN,WOODBURY,Y,N,20140423
296076301,AFFINITY PLUS FCU,AFFINITY PLUS FEDERAL CREDIT UNION,MN,SAINT PAUL,Y,N,20100825
296076330,WINGS FINANCIAL CU,WINGS FINANCIAL CREDIT UNION,MN,SAINT PAUL,N,N,20101101
296076385,ASSC HEALTHCARE CU,ASSOCIATED HEALTHCARE CREDIT UNION,MN,SAINT PAUL,Y,Y,20120330
296081516,ALLOYA CORP FCU,ALLOYA CORPORATE FEDERAL CREDIT UN,MN,EAGAN,Y,N,20111024
301070852,ARGENTINE FED SVG,ARGENTINE FEDERAL SAVINGS,KS,KANSAS CITY,N,Y,20141107
301071592,FST FED KC,FIRST FEDERAL BANK OF KANSAS CITY,MO,KANSAS CITY,Y,Y,20161118
301071709,CLAY CNTY SVGS BK,CLAY COUNTY SAVINGS BANK,MO,LIBERTY,Y,Y,20110314
301071712,BANKLIBERTY,BANKLIBERTY,MO,LIBERTY,Y,N,20170614
301079183,MAINSTREET FCU,MAINSTREET FEDERAL CREDIT UNION,KS,LENEXA,Y,Y,20140711
301079617,SM FEDERAL CU,SM FEDERAL CREDIT UNION,KS,SHAWNEE MISSION,Y,SN,20160920
301080392,R G FEDERAL CU,R-G FEDERAL CREDIT UNION,MO,BELTON,Y,Y,19991015
301080855,MAZUMA CU,MAZUMA CREDIT UNION,MO,KANSAS CITY,Y,Y,20110610
301081414,UTD CONSUMERS CU,UNITED CONSUMERS CREDIT UNION,MO,INDEPENDENCE,Y,SY,20170321
301081508,COMMN AMER CU,COMMUNITY AMERICA CREDIT UNION,KS,LENEXA,Y,Y,20110621
301082688,US CENTRAL BRG FCU,US CENTRAL BRIDGE FCU,KS,LENEXA,N,N,20121030
301170587,HOME SVGS BK,HOME SAVINGS BANK,KS,CHANUTE,N,Y,20170126
301170668,GOLDEN BELT BANK,GOLDEN BELT BANK FSA,KS,HAYS,N,Y,20170907
301170817,FIRST FEDERAL S&L,EQUITY BANK,KS,ANDOVER,N,N,20151009
301170943,CITIZENS S&L ASSN,CITIZENS SAVINGS AND LOAN ASSOC,KS,LEAVENWORTH,Y,SN,20160119
301170956,MUTUAL SAVINGS,MUTUAL SAVINGS ASSOCIATION FSA,KS,LEAVENWORTH,N,Y,20141107
301171007,LANDMARK NATL BK,LANDMARK NATIONAL BANK,KS,MANHATTAN,Y,Y,20011016
301171230,SEC FSB,SECURITY SAVINGS BANK FSB,KS,OLATHE,N,N,20110222
301171353,FIDELITY BK,FIDELITY BANK,KS,WICHITA,Y,Y,20060131
301177904,COOPERATIVE CU,COOPERATIVE CREDIT UNION,KS,COFFEYVILLE,Y,SN,20110310
301178372,HEARTLAND CU,HEARTLAND CREDIT UNION,KS,HUTCHINSON,N,Y,20151013
301179737,AZURA CU,AZURA CREDIT UNION,KS,TOPEKA,Y,Y,20160429
301179805,CU UNITED,AZURA CREDIT UNION,KS,TOPEKA,Y,N,20161005
301179902,ENVISTA CU,ENVISTA CREDIT UNION,KS,TOPEKA,N,Y,20150916
301180027,SKYWARD CU,SKYWARD CREDIT UNION,KS,WICHITA,N,Y,20150420
301180056,CU OF AMERICA,CREDIT UNION OF AMERICA,KS,WICHITA,N,Y,20141107
301180111,MILLENNIUM CORP CU,MILLENNIUM CORPORATE CREDIT UNION,KS,WICHITA,Y,Y,20170818
301180124,MID AMER WICHITA,MID AMERICAN CREDIT UNION,KS,WICHITA,N,Y,20150420
301180140,FREEDOM 1ST FCU,FREEDOM 1ST FCU,KS,WICHITA,Y,N,20060428
301180292,MERITRUST CU,MERITRUST CREDIT UNION,KS,WICHITA,Y,Y,20140106
301271460,FIRST MISSOURI NB,FIRST MISSOURI BANK,MO,BROOKFIELD,Y,SY,20111219
301271512,INVESTORS COMM BK,INVESTORS COMMUNITY BANK,MO,CHILLICOTHE,Y,N,20140703
301271732,SCOTTRADE BANK,SCOTTRADE BANK,MO,ST LOUIS,Y,N,20151029
301271800,QUARRY CITY S&L,QUARRY CITY SAVINGS AND LOAN ASN,MO,WARRENSBURG,Y,SN,20130917
302075018,BELLCO CU DVR,BELLCO CREDIT UNION,CO,ENGLEWOOD,Y,Y,20100903
302075128,C.U. OF CO  A FCU,CREDIT UNION OF COLORADO A FCU,CO,DENVER,Y,Y,20140110
302075238,DEN FIRE DEPT FCU,DENVER FIRE DEPT FEDERAL CU,CO,DENVER,N,Y,20150728
302075267,JOHNS MANVILLE CU,COLORADO CU,CO,DENVER,N,Y,20160321
302075283,RKY MT LW NFCT FCU,ROCKY MOUNTAIN LAW ENFORCEMENT FCU,CO,DENVER,Y,Y,20110627
302075306,PARTNER CO CU,PARTNER COLORADO CREDIT UNION,CO,ARVADA,Y,Y,20120215
302075319,WESTERRA CU,WESTERRA CU,CO,DENVER,Y,Y,20110808
302075458,FITZSMNS FCU,FITZSIMONS FEDERAL CREDIT UNION,CO,AURORA,Y,Y,20091117
302075694,DENVER COMMN CU,DENVER COMMUNITY CREDIT UNION,CO,DENVER,Y,Y,20131021
302075830,PUBLIC SVC EMP CU,PUBLIC SERVICE EMPLOYEES CU,CO,LONE TREE,Y,Y,20150902
302076017,SOOPER CU,SOOPER CREDIT UNION,CO,ARVADA,N,Y,20170928
302076033,SPACE AGE FCU,SPACE AGE FEDERAL CREDIT UNION,CO,AURORA,N,Y,20141107
302076224,ENT FCU,ENT FEDERAL CREDIT UNION,CO,COLORADO SPRINGS,N,N,20080626
302088092,RED ROCKS CREDIT U,RED ROCKS CREDIT UNION,CO,LITTLETON,Y,Y,20160209
302170162,DEL NORTE FED BK,DEL NORTE BANK,CO,DEL NORTE,N,Y,20141107
302170298,AMERICAN NATIONAL,AMERICAN NATIONAL BANK,CO,DENVER,N,N,20040405
302170463,HIGH COUNTRY BANK,HIGH COUNTRY BANK,CO,SALIDA,Y,Y,20040219
302173732,BANK OF COLORADO,BANK OF COLORADO,CO,FORT COLLINS,N,N,20150330
302174728,SAN LUIS VLY FED,SAN LUIS VALLEY FEDERAL BANK,CO,ALAMOSA,Y,Y,20120511
302176823,HOLYOKE COM FED CU,HOLYOKE COMMUNITY FEDERAL CU,CO,HOLYOKE,Y,Y,20140317
302188675,HOME LN ST BK,HOME LOAN STATE BANK,CO,GRAND JUNCTION,Y,Y,20090527
302284058,ANIMAS CU FRMGTON,ANIMAS CREDIT UNION,NM,FARMINGTON,Y,Y,20121017
302373118,FIRST FED SHERIDAN,FIRST FEDERAL BANK & TRUST,WY,SHERIDAN,Y,Y,20160129
302386943,SHERIDAN COM FCU,SHERIDAN COMMUNITY FEDERAL CU,WY,SHERIDAN,N,N,20110930
302386956,CIT CO FCU,CIT CO FEDERAL CREDIT UNION,WY,SHERIDAN,N,N,20140403
303085094,O U FCU,O U FEDERAL CREDIT UNION,OK,NORMAN,N,N,20080716
303085191,CREDIT UNION ONE,CREDIT UNION ONE OF OKLAHOMA,OK,OKLAHOMA CITY,Y,N,20141107
303085227,TRUE SKY CU,TRUE SKY CREDIT UNION,OK,OKLAHOMA CITY,Y,Y,20160728
303085230,ALLEGIANCE CU,ALLEGIANCE CREDIT UNION,OK,OKLAHOMA CITY,Y,Y,20121010
303085337,MUN EMPL CU OK CIT,MUN EMPL CU OF OKLA CITY,OK,OKLAHOMA CITY,N,Y,20141107
303085418,OK EMPLOYEES CU,OKLAHOMA EMPLOYEES CREDIT UNION,OK,OKLAHOMA CITY,Y,Y,19991112
303085421,THE FOCUS FCU,THE FOCUS FEDERAL CREDIT UNION,OK,OKLAHOMA CITY,Y,Y,20130329
303085434,ENERGIZE CU OK,ENERGIZE CREDIT UNION,OK,OKLAHOMA CITY,Y,SN,20161027
303085476,COMMUNICAT FED OKC,COMMUNICATION FED CU,OK,OKLAHOMA CITY,Y,Y,20050127
303085573,SSMOK EMPL FCU,SSMOK EMPLOYEES FEDERAL CREDIT UNION,OK,OKLAHOMA CITY,Y,N,20020328
303085638,WEOKIE CU OKC,WEOKIE CREDIT UNION,OK,OKLAHOMA CITY,Y,Y,20121206
303085829,TINKER FEDERAL CU,TINKER FEDERAL CREDIT UNION,OK,TINKER AFB,Y,Y,20140310
303087623,OK EMPLOYEES CU,OKLAHOMA EMPLOYEES CREDIT UNION,OK,OKLAHOMA CITY,N,N,20091030
303173773,FST BANK OKLAHOMA,BANCFIRST,OK,CLAREMORE,N,N,20120217
303184513,EAST CTRL TEACH CU,COMMUNICATION FED CU,OK,OKLAHOMA CITY,N,N,20130128
303184542,RED RIVER FCU,RED RIVER FEDERAL CU,OK,ALTUS,Y,Y,20131030
303184652,TRUITY FED CU,TRUITY FEDERAL CREDIT UNION,OK,BARTLESVILLE,Y,N,20170818
303184762,HALLIBURTON SER CU,HALLIBURTON EMPLOYEES FCU,OK,DUNCAN,Y,Y,19990930
303184788,CORRECT WORKERS FC,CORRECTIONAL WORKERS FCU,OK,EL RENO,Y,N,20100330
303184791,EL RENO RIL CU,EL RENO R I L CREDIT UNION,OK,EL RENO,Y,N,20110701
303184856,FORT SILL FCU,FORT SILL FEDERAL CREDIT UNION,OK,LAWTON,Y,Y,20141128
303184872,FST FAMILY FCU,FIRST FAMILY FEDERAL CREDIT UNION,OK,HENRYETTA,N,N,20120921
303184924,SOUTHWEST OK FCU,SOUTHWEST OKLAHOMA FEDERAL CU,OK,LAWTON,Y,Y,20100316
303185059,MUSKOGEE FCU,MUSKOGEE FEDERAL CREDIT UNION,OK,MUSKOGEE,N,N,20170802
303185703,CHEROKEE STRIP CU,CHEROKEE STRIP CREDIT UNION,OK,PONCA CITY,Y,SY,20160726
303185761,GREEN COUNTRY FCU,GREEN COUNTRY FEDERAL CREDIT UNION,OK,SAND SPRINGS,Y,SN,20160822
303185813,UNIV COMMN FCU,UNIVERSITY & COMMUNITY FCU,OK,STILLWATER,Y,Y,20090513
303187675,GRAND FED SVGS BK,GRAND SAVINGS BANK,OK,GROVE,Y,Y,20130329
303985961,FIREFIGHTERS CU,FIRE FIGHTERS CU,OK,TULSA,Y,SN,20050111
303986096,OKLA CENT CU TULSA,OKLAHOMA CENTRAL CREDIT UNION,OK,TULSA,Y,Y,20130722
303986148,RED CROWN FCU,RED CROWN FCU,OK,TULSA,Y,Y,20121107
303986151,OK MEMBERS FST FCU,OK MEMBERS FIRST FEDERAL CU,OK,TULSA,N,N,20090713
303986216,ST FRANCES EFCU,ST FRANCES EMPLOYEES FCU,OK,TULSA,Y,Y,20050223
303986258,ENERGY ONE FCU,ENERGY ONE FEDERAL CU,OK,TULSA,Y,Y,20141119
303986261,TULSA FCU,TULSA FEDERAL CREDIT UNION,OK,TULSA,Y,Y,20140708
303986274,EMPLOYEES FCU,EMPLOYEES FEDERAL CREDIT UNION,OK,TULSA,N,N,20140501
303986290,FIRST OKLA FCU,FIRST OKLAHOMA FEDERAL CREDIT UNION,OK,TULSA,N,N,20140807
303986313,TULSA TEACHERS CU,TTCU FEDERAL CREDIT UNION,OK,TULSA,Y,Y,20170720
303986397,WILSERV CU,WILSERV CU,OK,TULSA,N,N,20070417
303988942,COVENANT FCU,COVENANT FEDERAL CREDIT UNION,OK,TULSA,N,N,20100225
304072080,BANK OF THE WEST,BANK OF THE WEST (CA),NE,OMAHA,N,N,20080530
304082876,CENTRIS FCU,CENTRIS FEDERAL CREDIT UNION,NE,OMAHA,Y,Y,20090303
304082999,FOUR POINTS FCU,FOUR POINTS FEDERAL CREDIT UNION,NE,OMAHA,Y,N,20051012
304083008,FIRST NEBRASKA CU,FIRST NEBRASKA CREDIT UNION,NE,OMAHA,Y,N,20170803
304083147,MUTUAL FST FCU OMA,MUTUAL FIRST FEDERAL CREDIT UNION,NE,OMAHA,Y,N,19991202
304083244,OMAHA FIREFIGHT CU,OMAHA FIREFIGHTER'S CREDIT UNION,NE,OMAHA,Y,N,20140123
304083257,OMAHA POLICE FCU,OMAHA POLICE FCU,NE,OMAHA,Y,SN,20101209
304083448,SAC FED CU,SAC FEDERAL CREDIT UNION,NE,PAPILLION,Y,Y,20140731
304087237,ALLOYA CORP FCU,ALLOYA CORPORATE FEDERAL CREDIT UN,IL,NAPERVILLE,Y,N,20160512
304171839,CUSTER FED ST BK,CUSTER FEDERAL STATE BANK,NE,BROKEN BOW,Y,SN,20130627
304182093,WSTRN HERITAGE CU,WESTERN HERITAGE CREDIT UNION,NE,ALLIANCE,Y,SN,20141107
304971987,GREAT WESTERN BANK,GREAT WESTERN BANK,NE,LINCOLN,N,N,20100830
304971990,LINC FED SVG BK,LINCOLN FEDERAL SAVINGS BANK OF NE,NE,LINCOLN,Y,SY,20140811
304972038,MADISON COUNTY BK,MADISON COUNTY BANK,NE,MADISON,Y,SY,20170309
304982222,NEB ENERGY FCU,NEBRASKA ENERGY FEDERAL CREDIT UNION,NE,COLUMBUS,Y,SY,20141023
304982235,SIOUXLAND FCU,SIOUXLAND CREDIT UNION,NE,SOUTH SIOUX CITY,Y,N,20110103
304982251,FREMONT FST CTRL,FREMONT FIRST CENTRAL FED CU,NE,FREMONT,Y,SN,20121001
304982358,HASTINGS FCU,HASTINGS FCU,NE,HASTINGS,Y,SN,20120502
304982400,TRIUS FCU,TRIUS FEDERAL CREDIT UNION,NE,KEARNEY,N,Y,20151130
304982468,LIBERTY FIRST CU,LIBERTY FIRST CREDIT UNION,NE,LINCOLN,Y,Y,20040727
304982688,UNIV OF NEB FCU,UNIVERSITY OF NEBRASKA FEDERAL CU,NE,LINCOLN,Y,Y,20130924
304987191,ARCHER COOP CU,ARCHER COOPERATIVE CU,NE,ARCHER,Y,SN,20130319
304987476,SAC FED CU,SAC FEDERAL CREDIT UNION,NE,PAPILLION NE,N,N,20140801
307070005,ENT CREDIT UNION,ENT CREDIT UNION,CO,COLORADO SPRINGS,Y,Y,20151231
307070021,AIR ACADEMY FCU,AIR ACADEMY FCU,CO,COLORADO SPRINGS,Y,Y,20050113
307070034,BLUE FCU CHEY,BLUE FEDERAL CREDIT UNION,WY,CHEYENNE,Y,Y,20160331
307070047,SAFCU,SANDIA AREA FCU,NM,ALBUQUERQUE,Y,N,20141107
307070050,KIRTLAND FCU,KIRTLAND FEDERAL,NM,ALBUQUERQUE,Y,Y,20140228
307070115,US BANK WYOMING,US BANK  NA,MN,SAINT PAUL,Y,N,20130221
307070270,GOLDEN BELT BANK,GOLDEN BELT BANK FSA,KS,HAYS,N,N,20170929
307072427,WASH FEDL SVGS SEA,WASHINGTON FEDERAL SAVINGS,NM,ALBUQUERQUE,N,N,20111017
307072443,CENTURY BK,CENTURY BANK,NM,SANTA FE,Y,Y,20080102
307074098,FARMERS BK AULT,FARMERS BANK,CO,AULT,Y,N,20100111
307074454,AURORA FCU,AURORA FCU,CO,AURORA,Y,N,20120725
307074535,PREMIER MEMBRS CU,PREMIER MEMBERS CREDIT UNION,CO,BOULDER,Y,Y,20150430
307074551,PREMIER MEMBER CU,PREMIER MEMBERS CREDIT UNION,CO,BOULDER,Y,N,20160429
307074580,ELEVATIONS FCU,ELEVATIONS CU,CO,BOULDER,Y,Y,20100419
307074690,AVENTA CU,AVENTA CREDIT UNION,CO,COLORADO SPRINGS,N,Y,20141107
307075259,CDT UNION OF DVR,CREDIT UNION OF DENVER,CO,LAKEWOOD,Y,Y,19990625
307076410,SEC SERV FCU,SECURITY SERVICE FCU,CO,FORT CARSON,N,N,20090812
307076436,PUBLIC SERVICE EMP,PUBLIC SERVICE EMPLOYEES CU,CO,DENVER,N,N,20090220
307076533,ON TAP CU,ON TAP CREDIT UNION,CO,GOLDEN,N,Y,20170208
307076575,COMMUNITY FIN CU,BLUE FEDERAL CREDIT UNION,WY,CHEYENNE,N,N,20160502
307077325,SUNWEST EDUC CU,SUNWEST EDUCATIONAL CREDIT UNION,CO,PUEBLO,Y,SN,20120614
307077480,STERLING FCU,STERLING FEDERAL CREDIT UNION,CO,STERLING,Y,N,20110919
307083652,US EAGLE FCU,US EAGLE FCU,NM,ALBUQUERQUE,Y,Y,20150227
307083665,NUSENDA FCU ALBUQU,NUSENDA FEDERAL CREDIT UNION,NM,ALBUQUERQUE,Y,Y,20150209
307083678,RIO GRANDE CU,RIO GRANDE CREDIT UNION,NM,ALBUQUERQUE,Y,SN,20130611
307083694,FIRST FINANCIAL CU,FIRST FINANCIAL CREDIT UNION,NM,ALBUQUERQUE,Y,Y,20141001
307083843,NM CENTRAL CU,NEW MEXICO CENTRAL CU,NM,ALBUQUERQUE,N,N,20120521
307083911,SANDIA LAB FCU ALB,SANDIA LABORATORY FCU,NM,ALBUQUERQUE,Y,Y,20081022
307084211,DEL NORTE C U,DEL NORTE CREDIT UNION,NM,SANTA FE,Y,Y,20140423
307084347,GUADALUPE CU,GUADALUPE CREDIT UNION,NM,SANTA FE,Y,N,20120109
307084431,STATE EMPL CU,STATE EMPL CU,NM,SANTA FE,Y,Y,20091109
307086620,UNIF PEOPLES FCU,UNIFIED PEOPLES FCU,WY,CHEYENNE,Y,N,20170818
307086633,FIRST CHEYENNE FCU,FIRST CHEYENNE FEDERAL CREDIT UNION,WY,CHEYENNE,N,Y,20141107
307086691,W Y H Y FCU,W Y H Y FCU,WY,CHEYENNE,Y,SN,20130409
307086701,MERIDIAN TRUST FCU,MERIDIAN TRUST FCU,WY,CHEYENNE,Y,Y,20060208
307086714,WESTERN VISTA FCU,WESTERN VISTA FEDERAL CREDIT UNION,WY,CHEYENNE,Y,Y,20111012
307086879,LARAMIE PLAINS FCU,LARAMIE PLAINS COMMUNITY FCU,WY,LARAMIE,N,N,20100125
307086882,UNIVYO FCU,UNIWYO FEDERAL CREDIT UNION,WY,LARAMIE,N,Y,20141107
307087399,ALLOYA CORP FCU,ALLOYA CORPORATE FEDERAL CREDIT UN,CO,BROOMFIELD,Y,N,20150601
307087454,ADDISON AVENUE,ADDISON AVENUE FEDERAL CREDIT UNION,CO,LOVELAND,N,N,20060208
307087616,NM EDUCATORS FCU,NEW MEXICO EDUCATORS FCU,NM,ALBUQUERQUE,N,N,20130903
307087661,SECURITY FIRST BK,SECURITY FIRST BANK,WY,CHEYENNE,Y,SN,20130204
307087713,5 STAR BANK,5 STAR BANK,CO,COLORADO SPRINGS,Y,Y,20010327
307088754,COBANK ACB,COBANK ACB,CO,GREENWOOD VILLAGE,Y,Y,20140501
307088770,UNITED BUSINESS BK,UNITED BUSINESS BANK,CA,WALNUT CREEK,N,N,20170623
311078857,ADVANCIAL FCU DAL,ADVANCIAL FEDERAL CREDIT UNION,TX,DALLAS,Y,Y,20140417
311079050,CITY CR UNION DAL,CITY CREDIT UNION,TX,DALLAS,Y,Y,20140430
311079241,NEIGHBORHOOD CU,NEIGHBORHOOD CREDIT UNION,TX,DALLAS,N,N,20160527
311079270,NEIGHBORHOOD CU,NEIGHBORHOOD CREDIT UNION,TX,DALLAS,Y,N,20110517
311079306,CR UN OF TEX DAL,CREDIT UNION OF TEXAS,TX,DALLAS,Y,Y,20010501
311079319,GO FEDERAL CU,GO FEDERAL CREDIT UNION,TX,DALLAS,Y,N,20120404
311079474,INTOUCH CU,INTOUCH CREDIT UNION,TX,PLANO,Y,Y,20140922
311079500,EMP FCU DALLAS,EMPLOYEES CREDIT UNION,TX,DALLAS,N,N,20030303
311079571,GREEN BANK  NA,GREEN BANK  NATIONAL ASSOCIATION,TX,HOUSTON,N,N,20141020
311079694,TX FEDRL CU-DAL,TEXAS FEDERAL CREDIT UNION,TX,DALLAS,Y,N,20110829
311079869,LONE STAR CU,LONE STAR CREDIT UNION,TX,DALLAS,Y,N,20170824
311080162,RESOURCE ONE CR UN,RESOURCE ONE CREDIT UNION,TX,DALLAS,Y,N,20000815
311080531,TEXAS TELCOM CU,TEXAS TELCOM CREDIT UNION,TX,DALLAS,N,N,20120127
311080573,LAS COLINAS FCU,LAS COLINAS FCU,TX,IRVING,Y,N,20080416
311090673,SOUTHWEST AIRLINES,SOUTHWEST AIRLINES FCU,TX,DALLAS,Y,N,20050728
311175093,BARKSDAL AFBFCU LA,BARKSDALE FEDERAL CREDIT UNION,LA,BARKSDALE AFB,Y,N,20050722
311175129,BOSSIER FEDERAL CU,BOSSIER FEDERAL CREDIT UNION,LA,BOSSIER CITY,Y,N,20090205
311175983,CARTER FCU SPRINGH,CARTER FEDERAL CREDIT UNION,LA,SPRINGHILL,Y,Y,20000901
311193059,HOMELAND FS COL LA,HOMELAND FED SVGS BANK,LA,COLUMBIA,Y,SY,20100714
311350025,BATF,BUR ALCOHOL TOBACCO FIREARMS,OH,CINCINNATI,N,Y,20031023
311371172,DALHART FS & LA,DALHART FEDERAL SAVINGS & LA  SSB,TX,DALHART,Y,N,20110705
311372252,FIRST FEDERAL,FIRST FEDERAL BANK LITTLEFIELD  TEXA,TX,LITTLEFIELD,Y,SN,20161109
311373125,FST BK & TR LUBBOC,FIRST BANK & TRUST,TX,LUBBOCK,N,N,20141124
311376740,AMARILLO FED CCU,AMARILLO COMMUNITY FEDERAL CU,TX,AMARILLO,Y,N,20000809
311376782,EDUCATION CU AMAR,EDUCATION CREDIT UNION  THE,TX,AMARILLO,Y,Y,20100507
311376850,SANTA FE FCU AMAR,SANTA FE FEDERAL CREDIT UNION,TX,AMARILLO,Y,SY,20060901
311376902,ACCESS COMM CU,ACCESS COMMUNITY CREDIT UNION,TX,AMARILLO,Y,N,20121029
311378052,PANTEX FCU BORGER,PANTEX FEDERAL CREDIT UNION,TX,BORGER,N,Y,20141107
311380859,COMMUNI OF ABILENE,COMMUNITIES OF ABILENE FCU,TX,ABILENE,Y,Y,20150820
311382527,FST COMM FCU,1ST. COMMUNITY FCU,TX,SAN ANGELO,Y,Y,20151218
311385964,ALLIANCE CU,ALLIANCE CREDIT UNION,TX,LUBBOCK,Y,N,20161118
